#define,=,<<,typedef,i,return,def,if,-,},{,static,using,let,mut,import,public,.,::,->,var,int,==,//,language,path
0,2,0,0,0,0,0,0,0,6,0,1,0,0,0,1,1,0,0,0,0,2,0,0,Java,data/train/Java/s533536591.java
0,14,0,0,0,0,0,0,0,5,2,2,0,0,0,4,3,0,0,0,0,10,0,0,Java,data/train/Java/s566780932.java
0,19,0,0,1,0,0,0,0,11,10,1,0,0,0,1,1,0,0,0,0,3,0,0,Java,data/train/Java/s285510694.java
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Java,data/train/Java/s185348266.java
0,7,0,0,4,1,0,1,0,8,9,2,0,0,0,5,2,0,0,0,0,2,0,0,Java,data/train/Java/s208911874.java
0,11,0,0,6,1,0,0,0,6,0,14,0,0,0,12,13,0,0,0,0,2,0,0,Java,data/train/Java/s831595810.java
0,17,0,0,1,0,0,1,0,3,3,1,0,0,0,4,2,0,0,0,0,4,1,0,Java,data/train/Java/s397340119.java
0,15,0,0,2,1,0,0,0,9,0,3,0,0,0,2,1,0,0,0,0,2,1,0,Java,data/train/Java/s579223266.java
0,15,0,0,4,4,0,0,5,13,1,8,0,0,0,1,6,0,0,0,0,7,0,0,Java,data/train/Java/s312776148.java
0,0,0,0,0,0,0,0,0,2,2,1,0,0,0,0,1,0,0,0,0,0,0,0,Java,data/train/Java/s507597054.java
0,9,0,0,2,0,0,2,0,7,7,3,0,0,0,5,2,0,0,0,0,2,0,0,Java,data/train/Java/s470746229.java
0,43,0,0,13,21,0,14,1,50,50,3,0,0,0,2,3,0,0,0,0,11,5,0,Java,data/train/Java/s565235131.java
0,9,0,0,2,0,0,2,0,7,7,3,0,0,0,4,2,0,0,0,0,2,0,0,Java,data/train/Java/s657505444.java
0,9,0,0,0,0,0,1,0,7,4,1,0,0,0,4,1,0,0,0,0,5,1,21,Java,data/train/Java/s567419540.java
0,31,0,0,6,4,0,3,0,20,20,5,0,0,0,7,9,0,0,0,0,6,7,2,Java,data/train/Java/s518631498.java
0,13,0,0,3,0,0,3,0,8,8,1,0,0,0,2,2,0,0,0,0,2,1,4,Java,data/train/Java/s691960035.java
0,9,0,0,2,0,0,2,0,7,7,3,0,0,0,5,2,0,0,0,0,2,0,0,Java,data/train/Java/s542869368.java
0,18,0,0,2,0,0,0,0,6,5,1,0,0,0,3,2,0,0,0,0,3,0,0,Java,data/train/Java/s677140746.java
0,10,0,0,1,0,0,0,0,5,5,2,0,0,0,8,2,0,0,0,0,4,0,0,Java,data/train/Java/s934384343.java
0,9,0,0,2,1,0,0,0,8,8,4,0,0,0,5,2,0,0,0,0,1,0,4,Java,data/train/Java/s158992188.java
0,8,0,0,2,1,0,0,0,8,8,3,0,0,0,5,2,0,0,0,0,1,0,1,Java,data/train/Java/s680724016.java
0,12,0,0,2,0,0,2,0,13,12,1,0,0,0,3,2,0,0,0,0,4,1,0,Java,data/train/Java/s709188537.java
0,9,0,0,2,0,0,2,0,7,7,3,0,0,0,4,2,0,0,0,0,2,0,0,Java,data/train/Java/s426976514.java
0,7,0,0,2,0,0,0,0,8,7,1,0,0,0,7,2,0,0,0,0,2,1,0,Java,data/train/Java/s260700749.java
0,9,0,0,2,0,0,2,0,7,7,3,0,0,0,5,2,0,0,0,0,2,0,0,Java,data/train/Java/s560707872.java
0,12,0,0,4,2,0,0,0,9,0,4,0,0,0,3,4,0,0,0,0,3,0,0,Java,data/train/Java/s363322243.java
0,11,0,0,2,0,0,2,0,8,8,1,0,0,0,3,2,0,0,0,0,2,1,2,Java,data/train/Java/s577904182.java
0,10,0,0,0,0,0,0,0,7,2,1,0,0,0,3,2,0,0,0,0,1,0,5,Java,data/train/Java/s396517644.java
0,11,0,0,2,0,0,1,0,6,6,1,0,0,0,4,2,0,0,0,0,1,1,0,Java,data/train/Java/s659629985.java
0,9,0,0,2,1,0,2,0,12,11,2,0,0,0,6,2,0,0,0,0,1,1,0,Java,data/train/Java/s542902123.java
0,13,0,0,4,3,0,1,0,9,7,5,0,0,0,3,2,0,0,0,0,8,0,5,Java,data/train/Java/s958220535.java
0,14,0,0,0,0,0,2,1,0,0,0,0,1,0,14,0,6,8,25,0,0,0,0,Haskell,data/train/Haskell/s832372686.hs
0,9,0,0,5,3,0,1,0,0,0,0,0,0,0,2,0,0,5,12,0,0,0,0,Haskell,data/train/Haskell/s642707435.hs
0,21,0,0,0,3,0,2,11,0,0,0,0,1,0,5,0,1,7,7,0,0,2,0,Haskell,data/train/Haskell/s691465366.hs
0,13,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,6,3,4,0,0,4,0,Haskell,data/train/Haskell/s137593265.hs
0,39,0,0,0,0,0,0,7,0,0,0,0,0,0,4,0,5,19,30,0,0,1,0,Haskell,data/train/Haskell/s301826406.hs
0,6,0,0,1,0,0,1,0,0,0,0,0,1,0,5,0,10,3,7,0,0,0,0,Haskell,data/train/Haskell/s555303707.hs
0,27,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,6,5,7,0,0,0,0,Haskell,data/train/Haskell/s672724838.hs
0,13,0,0,5,0,0,1,0,0,0,0,0,3,0,2,0,0,7,13,0,0,0,0,Haskell,data/train/Haskell/s628716238.hs
0,41,0,0,0,0,0,3,0,0,0,0,0,2,0,26,0,8,25,61,0,0,1,0,Haskell,data/train/Haskell/s527543673.hs
0,19,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,3,11,18,0,0,0,0,Haskell,data/train/Haskell/s090338183.hs
0,24,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,19,5,4,0,0,2,0,Haskell,data/train/Haskell/s319513924.hs
0,53,0,0,0,0,0,3,0,0,0,0,0,4,0,27,0,4,22,50,0,0,12,0,Haskell,data/train/Haskell/s808963479.hs
0,25,0,0,6,0,0,1,0,0,0,0,0,0,0,0,0,2,9,13,0,0,0,0,Haskell,data/train/Haskell/s811705065.hs
0,27,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,6,5,7,0,0,0,0,Haskell,data/train/Haskell/s593505332.hs
0,5,0,0,0,1,0,1,10,0,0,0,0,0,0,3,0,4,2,12,0,0,1,0,Haskell,data/train/Haskell/s990746442.hs
0,27,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,6,5,7,0,0,0,0,Haskell,data/train/Haskell/s711564135.hs
0,24,0,0,3,0,0,2,0,0,0,0,0,0,0,4,0,7,7,14,0,0,6,0,Haskell,data/train/Haskell/s595047112.hs
0,24,0,0,8,0,0,0,0,0,0,0,0,0,0,2,0,2,2,1,0,0,0,0,Haskell,data/train/Haskell/s446269189.hs
0,17,0,0,0,0,0,1,0,0,0,0,0,4,0,2,0,10,5,6,0,0,2,0,Haskell,data/train/Haskell/s971574453.hs
0,35,0,0,0,0,0,3,2,0,0,0,0,2,0,27,0,10,22,49,0,0,0,0,Haskell,data/train/Haskell/s084836192.hs
0,12,0,0,0,0,0,1,0,0,0,0,0,0,0,13,0,4,8,24,0,0,0,0,Haskell,data/train/Haskell/s109064275.hs
0,15,0,0,0,0,0,1,0,0,0,0,0,0,0,17,0,5,8,24,0,0,0,0,Haskell,data/train/Haskell/s436686543.hs
0,38,0,0,0,0,0,4,2,0,0,0,0,3,0,27,0,8,23,50,0,0,0,0,Haskell,data/train/Haskell/s990499134.hs
0,14,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,0,9,7,0,0,0,0,Haskell,data/train/Haskell/s550504623.hs
0,26,0,0,4,4,0,3,0,0,0,0,0,1,0,4,0,2,11,24,0,0,8,0,Haskell,data/train/Haskell/s629856801.hs
0,11,0,0,1,1,0,1,0,0,0,0,0,0,0,14,0,2,10,28,0,0,0,0,Haskell,data/train/Haskell/s476708730.hs
0,14,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,3,6,14,0,0,7,1,Haskell,data/train/Haskell/s536925563.hs
0,20,0,0,0,0,0,0,3,0,0,0,0,1,0,1,0,6,0,1,0,0,2,0,Haskell,data/train/Haskell/s372681115.hs
0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,6,9,18,0,0,3,0,Haskell,data/train/Haskell/s272645598.hs
0,14,0,0,2,0,0,0,0,0,0,0,0,0,0,4,0,1,7,9,0,0,2,1,Haskell,data/train/Haskell/s215863908.hs
0,31,0,0,2,1,0,3,0,0,0,0,0,2,0,27,0,6,23,52,0,0,0,0,Haskell,data/train/Haskell/s470144556.hs
0,14,0,0,0,0,0,1,0,0,0,0,0,1,0,2,0,0,5,14,0,0,0,0,Haskell,data/train/Haskell/s372335796.hs
0,40,0,0,11,4,0,5,0,0,0,0,0,6,0,26,0,6,28,59,0,0,0,0,Haskell,data/train/Haskell/s821250157.hs
0,36,0,0,0,0,0,4,0,0,0,0,0,3,0,27,0,11,22,49,0,0,0,0,Haskell,data/train/Haskell/s945889062.hs
0,21,0,0,0,4,0,1,0,0,0,0,0,0,0,4,0,1,10,10,0,0,0,1,Haskell,data/train/Haskell/s129058926.hs
0,15,0,0,0,0,0,5,0,0,0,0,0,0,0,3,0,0,4,8,0,0,1,0,Haskell,data/train/Haskell/s420741803.hs
0,24,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,8,6,11,0,0,1,0,Haskell,data/train/Haskell/s876294533.hs
0,12,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,6,15,0,0,0,0,Haskell,data/train/Haskell/s260363387.hs
0,11,0,0,0,0,0,1,0,0,0,0,0,0,0,16,0,5,10,25,0,0,0,0,Haskell,data/train/Haskell/s967157861.hs
0,15,0,0,3,3,0,1,0,0,0,0,0,0,0,4,0,0,8,8,0,0,2,0,Haskell,data/train/Haskell/s606773542.hs
0,11,0,0,0,0,0,1,0,0,0,0,0,0,0,12,0,7,6,14,0,0,1,0,Haskell,data/train/Haskell/s905769375.hs
0,16,0,0,0,0,0,1,0,0,0,0,0,2,0,4,0,2,5,17,0,0,2,0,Haskell,data/train/Haskell/s535038460.hs
0,24,0,0,1,0,0,2,0,0,1,0,0,0,0,2,0,0,13,15,0,0,8,0,Haskell,data/train/Haskell/s783615855.hs
0,38,0,0,0,0,0,3,3,0,0,0,0,2,0,27,0,7,25,50,0,0,0,0,Haskell,data/train/Haskell/s271953379.hs
0,28,0,0,2,0,0,3,5,0,0,0,0,6,0,1,0,0,2,4,0,0,3,0,Haskell,data/train/Haskell/s454202468.hs
0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,1,0,0,0,0,Haskell,data/train/Haskell/s686891087.hs
0,23,0,0,2,1,0,0,0,0,0,0,0,2,0,2,0,0,5,1,0,0,0,0,Haskell,data/train/Haskell/s574411891.hs
0,22,0,0,2,0,0,1,0,0,0,0,0,3,0,1,0,0,2,2,0,0,6,0,Haskell,data/train/Haskell/s836998398.hs
0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,18,29,0,42,4,0,Haskell,data/train/Haskell/s586977222.hs
0,16,0,0,8,0,0,2,0,0,0,0,0,0,0,5,0,5,8,10,0,0,1,0,Haskell,data/train/Haskell/s459702711.hs
0,13,0,0,0,0,0,0,17,0,0,0,0,0,0,4,0,2,6,6,0,0,0,0,Haskell,data/train/Haskell/s490645515.hs
0,11,0,0,2,0,0,0,0,0,0,0,0,0,0,5,0,0,5,7,0,0,1,1,Haskell,data/train/Haskell/s395641808.hs
0,34,0,0,0,2,0,1,0,0,0,0,0,0,0,1,0,3,8,12,0,0,0,0,Haskell,data/train/Haskell/s934208336.hs
0,15,0,0,0,0,0,7,0,0,0,0,0,0,0,1,0,0,9,0,0,0,0,0,Haskell,data/train/Haskell/s324229803.hs
0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,5,10,0,0,0,0,Haskell,data/train/Haskell/s925230111.hs
0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,Haskell,data/train/Haskell/s086742516.hs
0,15,0,0,0,2,0,1,1,0,0,0,0,3,0,2,0,0,5,7,0,0,2,0,Haskell,data/train/Haskell/s160104019.hs
0,22,0,0,1,0,0,2,0,0,0,0,0,4,0,5,0,0,8,0,0,0,0,0,Haskell,data/train/Haskell/s317621120.hs
0,16,0,0,1,0,0,1,0,0,0,0,0,0,0,18,0,6,9,25,0,0,0,0,Haskell,data/train/Haskell/s768828391.hs
0,24,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,1,6,13,0,0,0,0,Haskell,data/train/Haskell/s979229108.hs
0,11,0,0,1,1,0,0,0,0,0,0,0,1,0,7,0,15,7,7,0,0,0,1,Haskell,data/train/Haskell/s346255102.hs
0,11,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,6,5,5,0,0,1,0,Haskell,data/train/Haskell/s294576096.hs
0,16,0,0,1,0,0,1,0,0,0,0,0,0,0,18,0,6,9,25,0,0,0,0,Haskell,data/train/Haskell/s641058644.hs
0,17,0,0,0,0,0,1,0,0,0,0,0,1,0,4,0,0,11,0,0,0,0,0,Haskell,data/train/Haskell/s479178927.hs
0,21,0,0,0,0,0,0,24,0,0,0,0,1,0,4,0,3,4,7,0,0,0,0,Haskell,data/train/Haskell/s965788980.hs
0,25,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,2,12,12,0,0,0,0,Haskell,data/train/Haskell/s334495288.hs
0,33,0,0,0,0,0,3,0,0,0,0,0,2,0,27,0,4,23,50,0,0,0,0,Haskell,data/train/Haskell/s349858047.hs
0,22,0,0,0,2,0,1,0,0,0,0,0,0,0,5,0,2,10,11,0,0,0,0,Haskell,data/train/Haskell/s214068459.hs
0,39,0,0,11,4,0,5,0,0,0,0,0,6,0,26,0,6,27,58,0,0,0,0,Haskell,data/train/Haskell/s856365677.hs
0,35,0,0,0,0,0,5,0,0,0,0,0,2,0,27,0,10,22,49,0,0,0,0,Haskell,data/train/Haskell/s925563631.hs
0,4,0,0,0,2,0,1,0,0,0,0,0,1,0,1,0,2,1,21,0,0,1,0,Haskell,data/train/Haskell/s728844697.hs
0,44,0,0,0,0,0,3,13,0,0,0,0,2,0,27,0,12,23,51,0,0,0,0,Haskell,data/train/Haskell/s424311115.hs
0,21,0,0,0,0,0,2,2,0,0,0,0,4,0,3,0,10,8,14,0,0,0,0,Haskell,data/train/Haskell/s670499847.hs
0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,10,3,2,0,0,1,0,Haskell,data/train/Haskell/s281866029.hs
0,25,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,20,5,4,0,0,2,0,Haskell,data/train/Haskell/s622368442.hs
0,16,0,0,0,0,0,0,1,0,0,0,0,0,0,5,0,6,0,1,0,0,4,0,Haskell,data/train/Haskell/s121142928.hs
0,17,0,0,0,3,0,1,2,0,0,0,0,1,0,2,0,1,7,8,0,0,0,0,Haskell,data/train/Haskell/s191646855.hs
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,0,0,0,0,0,Haskell,data/train/Haskell/s485733440.hs
0,12,0,0,1,0,0,1,0,0,0,0,0,2,0,13,0,4,5,7,0,0,0,0,Haskell,data/train/Haskell/s444773830.hs
0,15,0,0,2,1,0,0,1,0,0,0,0,3,0,5,0,8,6,12,0,0,0,0,Haskell,data/train/Haskell/s950581340.hs
0,11,0,0,0,2,0,1,0,0,0,0,0,1,0,5,0,2,2,5,0,0,2,0,Haskell,data/train/Haskell/s859490256.hs
0,16,0,0,0,4,0,1,0,0,0,0,0,0,0,4,0,1,6,4,0,0,0,0,Haskell,data/train/Haskell/s898301787.hs
0,12,0,0,0,0,0,1,0,0,0,0,0,0,0,14,0,7,10,30,0,0,0,0,Haskell,data/train/Haskell/s770604143.hs
0,11,0,0,2,1,0,2,0,0,0,0,0,0,0,3,0,0,6,8,0,0,1,0,Haskell,data/train/Haskell/s966065540.hs
0,18,0,0,0,1,0,1,2,0,0,0,0,1,0,1,0,1,4,4,0,0,1,0,Haskell,data/train/Haskell/s200464756.hs
0,25,0,0,0,0,0,0,14,0,0,0,0,0,0,2,0,4,6,4,0,0,1,0,Haskell,data/train/Haskell/s124932569.hs
0,16,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,5,10,17,0,0,0,0,Haskell,data/train/Haskell/s843178644.hs
0,29,0,0,0,0,0,0,11,0,0,0,0,0,0,4,0,3,16,18,0,0,1,0,Haskell,data/train/Haskell/s491743126.hs
0,13,0,0,0,1,0,0,4,0,0,0,0,0,0,4,0,2,6,8,0,0,0,0,Haskell,data/train/Haskell/s840377061.hs
0,18,0,0,0,0,0,3,1,0,0,0,0,3,0,4,0,0,7,14,0,0,1,0,Haskell,data/train/Haskell/s330649273.hs
0,28,0,0,0,1,0,5,0,15,6,0,0,0,0,0,0,0,0,1,0,0,1,1,PHP,data/train/PHP/s878821527.php
0,32,0,0,0,0,0,5,12,21,21,0,0,0,0,0,0,0,0,0,0,0,0,0,PHP,data/train/PHP/s891669078.php
0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PHP,data/train/PHP/s927828299.php
0,16,0,0,0,0,0,0,6,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PHP,data/train/PHP/s810760788.php
0,35,0,0,0,3,0,7,0,18,5,0,0,0,0,0,0,0,0,0,0,0,1,0,PHP,data/train/PHP/s405399237.php
0,18,0,0,0,5,0,3,0,16,16,0,0,0,0,0,0,1,0,0,0,0,2,0,PHP,data/train/PHP/s267787820.php
0,11,0,0,0,5,0,0,0,8,7,0,0,0,0,0,0,0,0,0,0,0,5,0,PHP,data/train/PHP/s216141958.php
0,28,0,0,0,0,0,0,3,11,0,0,0,0,0,0,0,0,0,0,0,0,0,6,PHP,data/train/PHP/s329380805.php
0,13,0,0,0,2,0,0,9,13,0,0,0,0,0,0,0,0,0,0,0,0,2,0,PHP,data/train/PHP/s986416739.php
0,20,0,0,0,0,0,3,3,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,PHP,data/train/PHP/s451924721.php
0,19,0,0,0,6,0,0,0,9,2,0,0,0,0,0,0,0,0,0,0,0,5,12,PHP,data/train/PHP/s927554083.php
0,15,0,0,0,3,0,4,3,12,12,0,0,0,0,0,0,1,0,0,0,0,0,0,PHP,data/train/PHP/s929543292.php
0,12,0,0,0,0,0,3,1,6,1,0,0,0,0,0,0,0,0,0,0,0,0,1,PHP,data/train/PHP/s335071901.php
0,14,0,0,0,1,0,3,0,10,10,0,0,0,0,0,0,3,0,0,0,0,0,0,PHP,data/train/PHP/s938929032.php
0,10,0,0,0,1,0,2,0,11,12,0,0,0,0,0,0,0,0,0,0,0,0,0,PHP,data/train/PHP/s506455413.php
0,32,0,0,0,4,0,9,6,20,20,0,0,0,0,0,5,5,0,0,0,0,0,0,PHP,data/train/PHP/s086791207.php
0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PHP,data/train/PHP/s498576819.php
0,26,0,0,0,1,0,9,0,18,6,0,0,0,0,0,0,0,0,0,0,0,2,0,PHP,data/train/PHP/s140323240.php
0,45,0,0,0,17,0,14,1,41,41,0,0,0,0,0,6,9,0,0,0,0,0,10,PHP,data/train/PHP/s574659908.php
0,21,0,0,0,2,0,1,0,13,0,0,0,0,0,0,1,0,0,7,0,0,4,0,PHP,data/train/PHP/s270187644.php
0,24,0,0,0,1,0,9,0,18,6,0,0,0,0,0,0,0,0,0,0,0,2,0,PHP,data/train/PHP/s971206412.php
0,14,0,0,0,0,0,0,4,10,0,0,0,0,0,0,0,0,0,0,0,0,1,9,PHP,data/train/PHP/s585850676.php
0,17,0,0,0,0,0,8,2,20,20,0,0,0,0,0,0,1,0,0,0,0,11,1,PHP,data/train/PHP/s355068656.php
0,12,0,0,0,0,0,2,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PHP,data/train/PHP/s162191208.php
0,20,0,0,0,0,0,4,1,15,15,0,0,0,0,0,0,1,0,0,0,0,0,3,PHP,data/train/PHP/s901900117.php
0,8,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,2,0,PHP,data/train/PHP/s428585917.php
0,15,0,0,0,0,0,0,2,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,PHP,data/train/PHP/s366455032.php
0,24,0,0,0,1,0,9,0,18,6,0,0,0,0,0,0,0,0,0,0,0,1,0,PHP,data/train/PHP/s534619065.php
0,24,0,0,0,0,0,1,22,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,PHP,data/train/PHP/s198221992.php
0,21,0,0,0,1,0,8,1,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,PHP,data/train/PHP/s724300438.php
0,19,0,0,0,3,0,4,0,9,7,0,0,0,0,0,0,1,0,0,0,0,2,2,PHP,data/train/PHP/s867630046.php
0,9,0,0,0,5,0,6,1,18,18,0,0,0,0,0,4,0,0,0,0,0,0,0,PHP,data/train/PHP/s886738059.php
0,25,0,0,0,1,0,9,0,18,6,0,0,0,0,0,0,0,0,0,0,0,1,0,PHP,data/train/PHP/s115103395.php
0,1,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,PHP,data/train/PHP/s421035324.php
0,15,0,0,0,0,0,0,0,6,7,0,0,0,0,0,0,0,0,0,0,0,1,5,PHP,data/train/PHP/s840558596.php
0,29,0,0,0,1,0,2,1,10,6,0,0,0,0,0,0,0,0,1,0,0,0,1,PHP,data/train/PHP/s182139011.php
0,14,0,0,0,0,0,0,0,6,7,0,0,0,0,0,0,0,0,0,0,0,1,5,PHP,data/train/PHP/s090280518.php
0,6,0,0,0,4,0,1,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,PHP,data/train/PHP/s567141713.php
0,8,0,0,0,7,0,3,2,14,14,0,0,0,0,0,0,0,0,0,0,0,0,0,PHP,data/train/PHP/s329853541.php
0,16,0,0,0,2,0,1,1,17,17,0,0,0,0,0,14,2,0,0,0,0,1,0,PHP,data/train/PHP/s282674674.php
0,24,0,0,0,1,0,7,0,10,8,0,0,0,0,0,0,0,0,0,0,0,4,0,PHP,data/train/PHP/s683818793.php
0,11,0,0,0,2,0,0,0,6,5,0,0,0,0,0,0,0,0,0,0,0,7,0,PHP,data/train/PHP/s546468581.php
0,40,0,0,0,6,0,3,0,15,15,0,0,0,0,0,7,0,0,0,5,0,1,0,PHP,data/train/PHP/s085505690.php
0,11,0,0,0,2,0,0,0,6,5,0,0,0,0,0,0,0,0,0,0,0,7,0,PHP,data/train/PHP/s204403460.php
0,23,0,0,0,3,0,2,0,13,13,0,0,0,0,0,6,0,0,0,0,0,0,0,PHP,data/train/PHP/s346995597.php
0,4,0,0,0,0,0,0,0,11,11,0,0,0,0,0,0,0,0,0,0,0,0,3,PHP,data/train/PHP/s765298270.php
0,14,0,0,0,4,0,10,0,8,8,0,0,0,0,0,0,1,0,0,0,0,5,8,PHP,data/train/PHP/s348846289.php
0,11,0,0,0,9,0,9,6,19,19,0,0,0,0,0,0,0,0,0,0,0,8,0,PHP,data/train/PHP/s174493674.php
0,23,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,3,16,PHP,data/train/PHP/s817152949.php
0,19,0,0,0,6,0,0,0,9,2,0,0,0,0,0,0,0,0,0,0,0,5,8,PHP,data/train/PHP/s408128837.php
0,7,0,0,0,0,0,2,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,6,PHP,data/train/PHP/s660365995.php
0,12,0,0,0,3,0,10,1,13,13,0,0,0,0,0,0,1,0,0,0,0,0,0,PHP,data/train/PHP/s430608038.php
0,42,0,0,0,8,0,4,1,19,19,0,0,0,0,0,2,5,0,0,0,0,0,0,PHP,data/train/PHP/s770659899.php
0,15,0,0,0,2,0,0,0,16,16,0,0,0,0,0,8,0,0,0,0,0,2,2,PHP,data/train/PHP/s731145824.php
0,18,0,0,0,0,0,4,1,7,1,0,0,0,0,0,0,0,0,0,0,0,0,1,PHP,data/train/PHP/s460462274.php
0,24,0,0,0,2,0,0,0,18,0,0,0,0,0,0,9,0,0,0,0,0,2,0,PHP,data/train/PHP/s868466555.php
0,26,0,0,0,1,0,9,0,18,6,0,0,0,0,0,0,0,0,0,0,0,1,0,PHP,data/train/PHP/s281540812.php
0,6,0,0,0,0,0,2,0,5,5,0,0,0,0,0,0,3,0,0,0,0,8,1,PHP,data/train/PHP/s315389809.php
0,13,0,0,0,0,0,3,0,9,9,0,0,0,0,0,0,2,0,0,0,0,1,0,PHP,data/train/PHP/s688993143.php
0,33,0,0,0,0,0,1,0,4,4,0,0,0,0,0,0,0,0,0,0,0,1,0,PHP,data/train/PHP/s745393426.php
0,13,0,0,0,2,0,0,9,15,0,0,0,0,0,0,0,0,0,0,0,0,2,0,PHP,data/train/PHP/s711326355.php
0,22,0,0,0,1,0,8,0,16,8,0,0,0,0,0,0,0,0,0,0,0,0,0,PHP,data/train/PHP/s597813469.php
0,25,0,0,0,2,0,4,3,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,PHP,data/train/PHP/s204417559.php
0,18,0,0,0,0,0,2,1,9,9,0,0,0,0,0,0,3,0,0,0,0,2,13,PHP,data/train/PHP/s898745008.php
0,16,0,0,0,0,0,3,0,12,12,0,0,0,0,0,0,2,0,0,0,0,0,0,PHP,data/train/PHP/s638192400.php
0,19,0,0,0,3,0,3,3,12,12,0,0,0,0,0,6,1,0,0,0,0,0,0,PHP,data/train/PHP/s648177428.php
0,16,0,0,0,0,0,4,0,11,11,0,0,0,0,0,0,0,0,0,0,0,3,0,PHP,data/train/PHP/s736726707.php
0,0,0,0,0,2,0,5,0,11,9,0,0,0,0,0,1,0,0,0,0,0,0,0,PHP,data/train/PHP/s198196053.php
0,10,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,2,0,PHP,data/train/PHP/s819985569.php
0,15,0,0,0,0,0,0,0,6,7,0,0,0,0,0,0,0,0,0,0,0,1,5,PHP,data/train/PHP/s405579225.php
0,12,0,0,0,0,0,2,0,8,1,0,0,0,0,0,0,0,0,0,0,0,2,0,PHP,data/train/PHP/s133842756.php
0,20,0,0,0,10,0,10,1,27,27,0,0,0,0,0,3,1,0,0,0,0,0,0,PHP,data/train/PHP/s512529925.php
0,11,0,0,0,5,0,0,0,8,7,0,0,0,0,0,0,0,0,0,0,0,5,0,PHP,data/train/PHP/s899955607.php
0,17,0,0,0,3,0,0,0,7,2,0,0,0,0,0,0,0,0,0,0,0,0,4,PHP,data/train/PHP/s686128270.php
0,16,0,0,0,0,0,4,0,11,11,0,0,0,0,0,0,0,0,0,0,0,3,0,PHP,data/train/PHP/s436185508.php
0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PHP,data/train/PHP/s822322523.php
0,45,0,0,0,0,0,9,6,13,6,0,0,0,0,0,0,0,0,0,0,0,0,11,PHP,data/train/PHP/s122308120.php
0,11,0,0,0,0,0,7,0,18,2,0,0,0,0,0,0,0,0,0,0,0,0,0,PHP,data/train/PHP/s548668791.php
0,16,0,0,0,0,0,4,0,11,11,0,0,0,0,0,0,0,0,0,0,0,3,0,PHP,data/train/PHP/s682378491.php
0,16,0,0,0,0,0,4,1,9,9,0,0,0,0,0,0,1,0,0,0,0,3,16,PHP,data/train/PHP/s802797495.php
0,21,0,0,0,2,0,0,6,9,9,0,0,0,0,0,7,1,0,0,0,0,0,0,PHP,data/train/PHP/s963523367.php
0,22,0,0,0,1,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,3,13,PHP,data/train/PHP/s883108174.php
0,16,0,0,0,0,0,4,0,11,11,0,0,0,0,0,0,0,0,0,0,0,3,0,PHP,data/train/PHP/s245723388.php
0,16,0,0,0,0,0,4,0,11,11,0,0,0,0,0,0,0,0,0,0,0,3,0,PHP,data/train/PHP/s625593733.php
